docx_requirement_id,docx_priority,coverage_status_before_reconciliation,pack_requirement_ids,pre_reconciliation_sources,pre_reconciliation_checkpoint,reconciliation_action,post_reconciliation_state,notes
INT-006,P0,EXPLICIT_SAME_ID,INT-006,docs/DETAILED_REQUIREMENTS.md,930b5a28cb995df12f251994a36f7502525ed94a,RETAIN_EXISTING_TRACE,RETAINED,The DOCX ID was already present in the Pack requirement inventory.
INT-007,P0,EXPLICIT_SAME_ID,INT-007,docs/DETAILED_REQUIREMENTS.md,930b5a28cb995df12f251994a36f7502525ed94a,RETAIN_EXISTING_TRACE,RETAINED,The DOCX ID was already present in the Pack requirement inventory.
INT-008,P0,EXPLICIT_SAME_ID,INT-008,docs/DETAILED_REQUIREMENTS.md,930b5a28cb995df12f251994a36f7502525ed94a,RETAIN_EXISTING_TRACE,RETAINED,The DOCX ID was already present in the Pack requirement inventory.
INT-009,P0,EXPLICIT_SAME_ID,INT-009,docs/DETAILED_REQUIREMENTS.md,930b5a28cb995df12f251994a36f7502525ed94a,RETAIN_EXISTING_TRACE,RETAINED,The DOCX ID was already present in the Pack requirement inventory.
INT-010,P0,EXPLICIT_SAME_ID,INT-010,docs/DETAILED_REQUIREMENTS.md,930b5a28cb995df12f251994a36f7502525ed94a,RETAIN_EXISTING_TRACE,RETAINED,The DOCX ID was already present in the Pack requirement inventory.
INT-011,P1,EXPLICIT_SAME_ID,INT-011,docs/DETAILED_REQUIREMENTS.md,930b5a28cb995df12f251994a36f7502525ed94a,RETAIN_EXISTING_TRACE,RETAINED,The DOCX ID was already present in the Pack requirement inventory.
INT-012,P1,EXPLICIT_SAME_ID,INT-012,docs/DETAILED_REQUIREMENTS.md,930b5a28cb995df12f251994a36f7502525ed94a,RETAIN_EXISTING_TRACE,RETAINED,The DOCX ID was already present in the Pack requirement inventory.
INT-013,P1,EXPLICIT_SAME_ID,INT-013,docs/DETAILED_REQUIREMENTS.md,930b5a28cb995df12f251994a36f7502525ed94a,RETAIN_EXISTING_TRACE,RETAINED,The DOCX ID was already present in the Pack requirement inventory.
INT-014,P1,EXPLICIT_SAME_ID,INT-014,docs/DETAILED_REQUIREMENTS.md,930b5a28cb995df12f251994a36f7502525ed94a,RETAIN_EXISTING_TRACE,RETAINED,The DOCX ID was already present in the Pack requirement inventory.
NFR-SEC-001,P0,EXPLICIT_SAME_ID,NFR-SEC-001,docs/DETAILED_REQUIREMENTS.md,930b5a28cb995df12f251994a36f7502525ed94a,RETAIN_EXISTING_TRACE,RETAINED,The DOCX ID was already present in the Pack requirement inventory.
NFR-SEC-002,P0,EXPLICIT_SAME_ID,NFR-SEC-002,docs/DETAILED_REQUIREMENTS.md,930b5a28cb995df12f251994a36f7502525ed94a,RETAIN_EXISTING_TRACE,RETAINED,The DOCX ID was already present in the Pack requirement inventory.
NFR-SEC-003,P0,EXPLICIT_SAME_ID,NFR-SEC-003,docs/DETAILED_REQUIREMENTS.md,930b5a28cb995df12f251994a36f7502525ed94a,RETAIN_EXISTING_TRACE,RETAINED,The DOCX ID was already present in the Pack requirement inventory.
NFR-AUD-001,P0,EXPLICIT_SAME_ID,NFR-AUD-001,docs/DETAILED_REQUIREMENTS.md,930b5a28cb995df12f251994a36f7502525ed94a,RETAIN_EXISTING_TRACE,RETAINED,The DOCX ID was already present in the Pack requirement inventory.
NFR-PER-001,P0,EXPLICIT_SAME_ID,NFR-PER-001,docs/DETAILED_REQUIREMENTS.md,930b5a28cb995df12f251994a36f7502525ed94a,RETAIN_EXISTING_TRACE,RETAINED,The DOCX ID was already present in the Pack requirement inventory.
NFR-PER-002,P1,EXPLICIT_SAME_ID,NFR-PER-002,docs/DETAILED_REQUIREMENTS.md,930b5a28cb995df12f251994a36f7502525ed94a,RETAIN_EXISTING_TRACE,RETAINED,The DOCX ID was already present in the Pack requirement inventory.
NFR-AVL-001,P0,EXPLICIT_SAME_ID,NFR-AVL-001,docs/DETAILED_REQUIREMENTS.md,930b5a28cb995df12f251994a36f7502525ed94a,RETAIN_EXISTING_TRACE,RETAINED,The DOCX ID was already present in the Pack requirement inventory.
NFR-BCP-001,P0,EXPLICIT_SAME_ID,NFR-BCP-001,docs/DETAILED_REQUIREMENTS.md,930b5a28cb995df12f251994a36f7502525ed94a,RETAIN_EXISTING_TRACE,RETAINED,The DOCX ID was already present in the Pack requirement inventory.
NFR-INT-001,P0,EXPLICIT_SAME_ID,NFR-INT-001,docs/DETAILED_REQUIREMENTS.md,930b5a28cb995df12f251994a36f7502525ed94a,RETAIN_EXISTING_TRACE,RETAINED,The DOCX ID was already present in the Pack requirement inventory.
NFR-SCL-001,P1,EXPLICIT_SAME_ID,NFR-SCL-001,docs/DETAILED_REQUIREMENTS.md,930b5a28cb995df12f251994a36f7502525ed94a,RETAIN_EXISTING_TRACE,RETAINED,The DOCX ID was already present in the Pack requirement inventory.
NFR-MNT-001,P0,EXPLICIT_SAME_ID,NFR-MNT-001,docs/DETAILED_REQUIREMENTS.md,930b5a28cb995df12f251994a36f7502525ed94a,RETAIN_EXISTING_TRACE,RETAINED,The DOCX ID was already present in the Pack requirement inventory.
NFR-DAT-001,P0,EXPLICIT_SAME_ID,NFR-DAT-001,docs/DETAILED_REQUIREMENTS.md,930b5a28cb995df12f251994a36f7502525ed94a,RETAIN_EXISTING_TRACE,RETAINED,The DOCX ID was already present in the Pack requirement inventory.
NFR-UX-001,P0,EXPLICIT_SAME_ID,NFR-UX-001,docs/DETAILED_REQUIREMENTS.md,930b5a28cb995df12f251994a36f7502525ed94a,RETAIN_EXISTING_TRACE,RETAINED,The DOCX ID was already present in the Pack requirement inventory.
NFR-LOC-001,P0,EXPLICIT_SAME_ID,NFR-LOC-001,docs/DETAILED_REQUIREMENTS.md,930b5a28cb995df12f251994a36f7502525ed94a,RETAIN_EXISTING_TRACE,RETAINED,The DOCX ID was already present in the Pack requirement inventory.
NFR-COM-001,P1,EXPLICIT_SAME_ID,NFR-COM-001,docs/DETAILED_REQUIREMENTS.md,930b5a28cb995df12f251994a36f7502525ed94a,RETAIN_EXISTING_TRACE,RETAINED,The DOCX ID was already present in the Pack requirement inventory.
UX-001,P0,EXPLICIT_EQUIVALENT,FR-UX-001,docs/DETAILED_REQUIREMENTS.md; docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_ALIAS_TRACE,ADDED_TO_MACHINE_TRACE,The Pack preserved the acceptance substantially under consolidated IDs.
UX-002,P0,EXPLICIT_EQUIVALENT,FR-UX-002,docs/DETAILED_REQUIREMENTS.md; docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_ALIAS_TRACE,ADDED_TO_MACHINE_TRACE,The Pack preserved the acceptance substantially under consolidated IDs.
UX-003,P0,PARTIAL_EXPLICIT,FR-UX-005; FR-UX-006; FR-UX-025,docs/DETAILED_REQUIREMENTS.md; docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_DIRECT_REQUIREMENT_AND_REMEDIATION_ACCEPTANCE,ADDED_TO_MACHINE_TRACE,"The broad pattern existed, but one or more measurable details were diluted."
UX-004,P0,PARTIAL_EXPLICIT,FR-UX-006; FR-UX-025,docs/DETAILED_REQUIREMENTS.md; docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_DIRECT_REQUIREMENT_AND_REMEDIATION_ACCEPTANCE,ADDED_TO_MACHINE_TRACE,"The broad pattern existed, but one or more measurable details were diluted."
UX-005,P0,EXPLICIT_EQUIVALENT,FR-UX-005,docs/DETAILED_REQUIREMENTS.md; docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_ALIAS_TRACE,ADDED_TO_MACHINE_TRACE,The Pack preserved the acceptance substantially under consolidated IDs.
UX-006,P0,EXPLICIT_EQUIVALENT,FR-UX-006; FR-UX-010,docs/DETAILED_REQUIREMENTS.md; docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_ALIAS_TRACE,ADDED_TO_MACHINE_TRACE,The Pack preserved the acceptance substantially under consolidated IDs.
UX-007,P0,PARTIAL_EXPLICIT,FR-UX-007; FR-UX-025; FR-UX-030,docs/DETAILED_REQUIREMENTS.md; docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_DIRECT_REQUIREMENT_AND_REMEDIATION_ACCEPTANCE,ADDED_TO_MACHINE_TRACE,"The broad pattern existed, but one or more measurable details were diluted."
UX-008,P0,EXPLICIT_EQUIVALENT,FR-UX-008,docs/DETAILED_REQUIREMENTS.md; docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_ALIAS_TRACE,ADDED_TO_MACHINE_TRACE,The Pack preserved the acceptance substantially under consolidated IDs.
UX-009,P0,EXPLICIT_EQUIVALENT,FR-UX-018,docs/DETAILED_REQUIREMENTS.md; docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_ALIAS_TRACE,ADDED_TO_MACHINE_TRACE,The Pack preserved the acceptance substantially under consolidated IDs.
UX-010,P0,EXPLICIT_EQUIVALENT,FR-UX-004,docs/DETAILED_REQUIREMENTS.md; docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_ALIAS_TRACE,ADDED_TO_MACHINE_TRACE,The Pack preserved the acceptance substantially under consolidated IDs.
UX-011,P0,OTHER_ISOLATED_CASE,,docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_DIRECT_REQUIREMENT_AND_SCHEDULE_BY_DEPENDENCY,ADDED_TO_MACHINE_TRACE,Context-filtered quick create was not explicit in the Pack.
UX-012,P0,EXPLICIT_EQUIVALENT,FR-UX-014,docs/DETAILED_REQUIREMENTS.md; docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_ALIAS_TRACE,ADDED_TO_MACHINE_TRACE,The Pack preserved the acceptance substantially under consolidated IDs.
UX-013,P0,EXPLICIT_EQUIVALENT,FR-UX-009,docs/DETAILED_REQUIREMENTS.md; docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_ALIAS_TRACE,ADDED_TO_MACHINE_TRACE,The Pack preserved the acceptance substantially under consolidated IDs.
UX-014,P0,EXPLICIT_EQUIVALENT,NFR-AUD-001,docs/DETAILED_REQUIREMENTS.md; docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_ALIAS_TRACE,ADDED_TO_MACHINE_TRACE,The Pack preserved the acceptance substantially under consolidated IDs.
UX-015,P0,EXPLICIT_EQUIVALENT,FR-UX-014,docs/DETAILED_REQUIREMENTS.md; docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_ALIAS_TRACE,ADDED_TO_MACHINE_TRACE,The Pack preserved the acceptance substantially under consolidated IDs.
UX-016,P0,PARTIAL_EXPLICIT,FR-UX-012,docs/DETAILED_REQUIREMENTS.md; docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_DIRECT_REQUIREMENT_AND_REMEDIATION_ACCEPTANCE,ADDED_TO_MACHINE_TRACE,"The broad pattern existed, but one or more measurable details were diluted."
UX-017,P0,EXPLICIT_EQUIVALENT,FR-UX-013,docs/DETAILED_REQUIREMENTS.md; docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_ALIAS_TRACE,ADDED_TO_MACHINE_TRACE,The Pack preserved the acceptance substantially under consolidated IDs.
UX-018,P1,OTHER_ISOLATED_CASE,,docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_DIRECT_REQUIREMENT_AND_SCHEDULE_BY_DEPENDENCY,ADDED_TO_MACHINE_TRACE,The command palette and keyboard-first action model were omitted.
UX-019,P0,EXPLICIT_EQUIVALENT,FR-UX-010; FR-UX-011,docs/DETAILED_REQUIREMENTS.md; docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_ALIAS_TRACE,ADDED_TO_MACHINE_TRACE,The Pack preserved the acceptance substantially under consolidated IDs.
UX-020,P1,PARTIAL_EXPLICIT,FR-UX-016; NFR-UX-001,docs/DETAILED_REQUIREMENTS.md; docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_DIRECT_REQUIREMENT_AND_REMEDIATION_ACCEPTANCE,ADDED_TO_MACHINE_TRACE,"The broad pattern existed, but one or more measurable details were diluted."
UX-021,P0,EXPLICIT_EQUIVALENT,FR-UX-017,docs/DETAILED_REQUIREMENTS.md; docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_ALIAS_TRACE,ADDED_TO_MACHINE_TRACE,The Pack preserved the acceptance substantially under consolidated IDs.
UX-022,P0,EXPLICIT_EQUIVALENT,FR-UX-021; FR-UX-026; FR-UX-034; FR-UX-035; FR-UX-036; NFR-LOC-001; NFR-LOC-002,docs/DETAILED_REQUIREMENTS.md; docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_ALIAS_TRACE,ADDED_TO_MACHINE_TRACE,The Pack preserved the acceptance substantially under consolidated IDs.
UX-023,P0,EXPLICIT_EQUIVALENT,FR-UX-020; FR-UX-033; FR-UX-037,docs/DETAILED_REQUIREMENTS.md; docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_ALIAS_TRACE,ADDED_TO_MACHINE_TRACE,The Pack preserved the acceptance substantially under consolidated IDs.
UX-024,P0,EXPLICIT_EQUIVALENT,FR-UX-022; FR-UX-023; FR-UX-024; FR-UX-033,docs/DETAILED_REQUIREMENTS.md; docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_ALIAS_TRACE,ADDED_TO_MACHINE_TRACE,The Pack preserved the acceptance substantially under consolidated IDs.
UX-025,P0,EXPLICIT_EQUIVALENT,FR-UX-003,docs/DETAILED_REQUIREMENTS.md; docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_ALIAS_TRACE,ADDED_TO_MACHINE_TRACE,The Pack preserved the acceptance substantially under consolidated IDs.
UX-026,P0,OTHER_ISOLATED_CASE,,docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_DIRECT_REQUIREMENT_AND_SCHEDULE_BY_DEPENDENCY,ADDED_TO_MACHINE_TRACE,Timed undo for low-risk bulk changes was omitted.
UX-027,P1,PARTIAL_EXPLICIT,FR-UX-007,docs/DETAILED_REQUIREMENTS.md; docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_DIRECT_REQUIREMENT_AND_REMEDIATION_ACCEPTANCE,ADDED_TO_MACHINE_TRACE,"The broad pattern existed, but one or more measurable details were diluted."
UX-028,P0,OTHER_ISOLATED_CASE,,docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_DIRECT_REQUIREMENT_AND_SCHEDULE_BY_DEPENDENCY,ADDED_TO_MACHINE_TRACE,"Versioned, permissioned, audited published shared views were omitted."
UX-029,P0,EXPLICIT_EQUIVALENT,FR-UX-030; NFR-PER-001; NFR-PER-002,docs/DETAILED_REQUIREMENTS.md; docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_ALIAS_TRACE,ADDED_TO_MACHINE_TRACE,The Pack preserved the acceptance substantially under consolidated IDs.
UX-030,P0,OTHER_ISOLATED_CASE,,docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_DIRECT_REQUIREMENT_AND_SCHEDULE_BY_DEPENDENCY,ADDED_TO_MACHINE_TRACE,The prototype-before-business-implementation rule was not preserved.
ARCH-001,P0,NARRATIVE_EXPLICIT_NOT_TRACEABLE,,docs/decisions/ADR-001-target-boundary.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,The architecture rule was explicit in narrative/contract evidence but had no row.
ARCH-002,P0,NARRATIVE_EXPLICIT_NOT_TRACEABLE,,docs/decisions/ADR-001-target-boundary.md; docs/decisions/ADR-003-frontend-stack.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,The architecture rule was explicit in narrative/contract evidence but had no row.
ARCH-003,P0,NARRATIVE_EXPLICIT_NOT_TRACEABLE,,docs/decisions/ADR-003-frontend-stack.md; docs/decisions/ADR-004-industrial-ui.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,The architecture rule was explicit in narrative/contract evidence but had no row.
ARCH-004,P0,NARRATIVE_EXPLICIT_NOT_TRACEABLE,,docs/ARCHITECTURE.md; contracts/npi-api.openapi.yaml,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,The architecture rule was explicit in narrative/contract evidence but had no row.
ARCH-005,P0,NARRATIVE_EXPLICIT_NOT_TRACEABLE,,docs/decisions/ADR-007-auth-security.md; docs/decisions/ADR-009-erp-integration.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,The architecture rule was explicit in narrative/contract evidence but had no row.
ARCH-006,P0,NARRATIVE_EXPLICIT_NOT_TRACEABLE,,docs/decisions/ADR-009-erp-integration.md; contracts/integration-event.schema.json,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,The architecture rule was explicit in narrative/contract evidence but had no row.
ARCH-007,P0,NARRATIVE_EXPLICIT_NOT_TRACEABLE,,docs/decisions/ADR-008-files-audit-jobs.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,The architecture rule was explicit in narrative/contract evidence but had no row.
ARCH-008,P0,NARRATIVE_EXPLICIT_NOT_TRACEABLE,,docs/DOMAIN_MODEL.md; docs/decisions/ADR-007-auth-security.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,The architecture rule was explicit in narrative/contract evidence but had no row.
ARCH-009,P0,NARRATIVE_EXPLICIT_NOT_TRACEABLE,,docs/ARCHITECTURE.md; docs/decisions/ADR-008-files-audit-jobs.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,The architecture rule was explicit in narrative/contract evidence but had no row.
ARCH-010,P0,NARRATIVE_EXPLICIT_NOT_TRACEABLE,,docs/ARCHITECTURE.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,The architecture rule was explicit in narrative/contract evidence but had no row.
ARCH-011,P0,NARRATIVE_EXPLICIT_NOT_TRACEABLE,,contracts/data-ownership.yaml,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,The architecture rule was explicit in narrative/contract evidence but had no row.
ARCH-012,P0,NARRATIVE_EXPLICIT_NOT_TRACEABLE,,implementation/QUALITY_GATE.md; docs/decisions/ADR-010-ci-quality.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,The architecture rule was explicit in narrative/contract evidence but had no row.
FR-TX-001,P0,NARRATIVE_ONLY_HIGH_RISK,,docs/DOMAIN_MODEL.md; docs/TOOLING_AND_TRIAL.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_DIRECT_REQUIREMENT_AND_PHASE_6_TASK,ADDED_TO_MACHINE_TRACE,The high-risk Tooling invariant existed only as insufficient narrative.
FR-TX-002,P0,NARRATIVE_ONLY_HIGH_RISK,,docs/DOMAIN_MODEL.md; docs/TOOLING_AND_TRIAL.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_DIRECT_REQUIREMENT_AND_PHASE_6_TASK,ADDED_TO_MACHINE_TRACE,The high-risk Tooling invariant existed only as insufficient narrative.
FR-TX-003,P0,NARRATIVE_ONLY_HIGH_RISK,,docs/DOMAIN_MODEL.md; docs/TOOLING_AND_TRIAL.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_DIRECT_REQUIREMENT_AND_PHASE_6_TASK,ADDED_TO_MACHINE_TRACE,The high-risk Tooling invariant existed only as insufficient narrative.
FR-TX-004,P0,PARTIAL_EXPLICIT,FR-TL-003; FR-TL-010,docs/DETAILED_REQUIREMENTS.md; docs/TOOLING_AND_TRIAL.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_DIRECT_REQUIREMENT_AND_PHASE_6_ACCEPTANCE,ADDED_TO_MACHINE_TRACE,Cavity traceability existed broadly but sealed-cavity and cavity-result detail did not.
FR-TX-005,P0,NARRATIVE_ONLY_HIGH_RISK,,docs/DOMAIN_MODEL.md; docs/TOOLING_AND_TRIAL.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_DIRECT_REQUIREMENT_AND_PHASE_6_TASK,ADDED_TO_MACHINE_TRACE,The high-risk Tooling invariant existed only as insufficient narrative.
FR-TX-006,P0,NARRATIVE_ONLY_HIGH_RISK,,docs/DOMAIN_MODEL.md; docs/TOOLING_AND_TRIAL.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_DIRECT_REQUIREMENT_AND_PHASE_6_TASK,ADDED_TO_MACHINE_TRACE,The high-risk Tooling invariant existed only as insufficient narrative.
FR-TX-007,P0,PARTIAL_NARRATIVE,,docs/DOMAIN_MODEL.md; docs/TOOLING_AND_TRIAL.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_DIRECT_REQUIREMENT_AND_PHASE_6_ACCEPTANCE,ADDED_TO_MACHINE_TRACE,The concept was mentioned but lacked complete executable acceptance.
FR-TX-008,P0,PARTIAL_NARRATIVE,,docs/DOMAIN_MODEL.md; docs/TOOLING_AND_TRIAL.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_DIRECT_REQUIREMENT_AND_PHASE_6_ACCEPTANCE,ADDED_TO_MACHINE_TRACE,The concept was mentioned but lacked complete executable acceptance.
FR-TX-009,P0,PARTIAL_NARRATIVE,,docs/DOMAIN_MODEL.md; docs/TOOLING_AND_TRIAL.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_DIRECT_REQUIREMENT_AND_PHASE_6_ACCEPTANCE,ADDED_TO_MACHINE_TRACE,The concept was mentioned but lacked complete executable acceptance.
FR-TX-010,P0,PARTIAL_NARRATIVE,,docs/DOMAIN_MODEL.md; docs/TOOLING_AND_TRIAL.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_DIRECT_REQUIREMENT_AND_PHASE_6_ACCEPTANCE,ADDED_TO_MACHINE_TRACE,The concept was mentioned but lacked complete executable acceptance.
FR-TX-011,P0,PARTIAL_NARRATIVE,,docs/DOMAIN_MODEL.md; docs/TOOLING_AND_TRIAL.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_DIRECT_REQUIREMENT_AND_PHASE_6_ACCEPTANCE,ADDED_TO_MACHINE_TRACE,The concept was mentioned but lacked complete executable acceptance.
FR-TX-012,P0,MISSING_UNIQUE_REQUIREMENT,,,930b5a28cb995df12f251994a36f7502525ed94a,ADD_DIRECT_REQUIREMENT_AND_SPECIALIZED_IMPORT_TASK,ADDED_TO_MACHINE_TRACE,The unique Tooling List import behavior was absent from the Pack.
FR-TX-013,P0,MISSING_UNIQUE_REQUIREMENT,,,930b5a28cb995df12f251994a36f7502525ed94a,ADD_DIRECT_REQUIREMENT_AND_SPECIALIZED_IMPORT_TASK,ADDED_TO_MACHINE_TRACE,The unique Tooling List import behavior was absent from the Pack.
FR-TX-014,P0,MISSING_UNIQUE_REQUIREMENT,,,930b5a28cb995df12f251994a36f7502525ed94a,ADD_DIRECT_REQUIREMENT_AND_SPECIALIZED_IMPORT_TASK,ADDED_TO_MACHINE_TRACE,The unique Tooling List import behavior was absent from the Pack.
FR-TX-015,P0,MISSING_UNIQUE_REQUIREMENT,,,930b5a28cb995df12f251994a36f7502525ed94a,ADD_DIRECT_REQUIREMENT_AND_SPECIALIZED_IMPORT_TASK,ADDED_TO_MACHINE_TRACE,The unique Tooling List import behavior was absent from the Pack.
FR-TX-016,P1,MISSING_UNIQUE_REQUIREMENT,,,930b5a28cb995df12f251994a36f7502525ed94a,ADD_DIRECT_REQUIREMENT_AND_SPECIALIZED_IMPORT_TASK,ADDED_TO_MACHINE_TRACE,The unique Tooling List import behavior was absent from the Pack.
FR-TX-017,P0,MISSING_UNIQUE_REQUIREMENT,,,930b5a28cb995df12f251994a36f7502525ed94a,ADD_DIRECT_REQUIREMENT_AND_SPECIALIZED_IMPORT_TASK,ADDED_TO_MACHINE_TRACE,The unique Tooling List import behavior was absent from the Pack.
FR-TX-018,P0,MISSING_UNIQUE_REQUIREMENT,,,930b5a28cb995df12f251994a36f7502525ed94a,ADD_DIRECT_REQUIREMENT_AND_SPECIALIZED_IMPORT_TASK,ADDED_TO_MACHINE_TRACE,The unique Tooling List import behavior was absent from the Pack.
COD-001,P0,GOVERNANCE_COVERED_NOT_REQUIREMENT_TRACEABLE,,AGENTS.md; implementation/AUTOPILOT_CONTROLLER.md; implementation/QUALITY_GATE.md; .agents/skills,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,Repository governance covered the rule without its DOCX requirement ID.
COD-002,P0,GOVERNANCE_COVERED_NOT_REQUIREMENT_TRACEABLE,,AGENTS.md; implementation/AUTOPILOT_CONTROLLER.md; implementation/QUALITY_GATE.md; .agents/skills,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,Repository governance covered the rule without its DOCX requirement ID.
COD-003,P0,GOVERNANCE_COVERED_NOT_REQUIREMENT_TRACEABLE,,AGENTS.md; implementation/AUTOPILOT_CONTROLLER.md; implementation/QUALITY_GATE.md; .agents/skills,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,Repository governance covered the rule without its DOCX requirement ID.
COD-004,P0,GOVERNANCE_COVERED_NOT_REQUIREMENT_TRACEABLE,,AGENTS.md; implementation/AUTOPILOT_CONTROLLER.md; implementation/QUALITY_GATE.md; .agents/skills,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,Repository governance covered the rule without its DOCX requirement ID.
